Iter#        Jbest_Avg       Jtest_Avg 
  2113          0.62730           0.41756       
  2114          0.62731           0.41949       
  2115          0.62731           0.48300       
  2116          0.62731           0.33518       
  2117          0.62731           0.47809       
  2118          0.62731           0.38118       
  2119          0.62731           0.39929       
  2120          0.62794           0.32837       
  2121          0.62794           0.41097       
  2122          0.62794           0.41726       
  2123          0.62815           0.41115       
  2124          0.62871           0.36111       
  2125          0.62871           0.39527       
  2126          0.62871           0.40472       
  2127          0.62896           0.40745       
  2128          0.62896           0.33493       
  2129          0.62896           0.40040       
  2130          0.62896           0.37630       
  2131          0.62896           0.41915       
  2132          0.62896           0.37679       
  2133          0.62896           0.38128       
  2134          0.62896           0.43352       
  2135          0.62896           0.47763       
  2136          0.62896           0.43880       
  2137          0.63060           0.43360       
  2138          0.63077           0.46436       
  2139          0.63077           0.42541       
  2140          0.63089           0.50350       
  2141          0.63096           0.35246       
  2142          0.63096           0.44022       
  2143          0.63096           0.37266       
  2144          0.63096           0.38851       
  2145          0.63096           0.42794       
  2146          0.63096           0.49873       
  2147          0.63096           0.48751       
  2148          0.63096           0.40834       
  2149          0.63096           0.35540       
  2150          0.63155           0.44134       
  2151          0.63155           0.49221       
  2152          0.63155           0.29670       
  2153          0.63155           0.40621       
  2154          0.63155           0.38382       
  2155          0.63155           0.33613       
  2156          0.63155           0.36766       
  2157          0.63155           0.46562       
  2158          0.63290           0.46631       
  2159          0.63290           0.32717       
  2160          0.63290           0.44133       
  2161          0.63290           0.41894       
  2162          0.63290           0.36757       
  2163          0.63290           0.37458       
  2164          0.63290           0.44703       
  2165          0.63290           0.36214       
  2166          0.63290           0.37348       
  2167          0.63290           0.30847       
  2168          0.63290           0.36726       
  2169          0.63294           0.39155       
  2170          0.63294           0.33935       
  2171          0.63294           0.37707       
  2172          0.63294           0.43204       
  2173          0.63294           0.39960       
  2174          0.63298           0.46580       
  2175          0.63298           0.48111       
  2176          0.63298           0.34428       
  2177          0.63298           0.32760       
  2178          0.63298           0.39508       
  2179          0.63298           0.38417       
  2180          0.63301           0.42552       
  2181          0.63367           0.42282       
  2182          0.63367           0.37424       
  2183          0.63367           0.40783       
  2184          0.63367           0.43601       
  2185          0.63367           0.44410       
  2186          0.63367           0.46524       
  2187          0.63367           0.36050       
  2188          0.63367           0.35486       
  2189          0.63367           0.41182       
  2190          0.63367           0.33194       
  2191          0.63367           0.40952       
  2192          0.63392           0.45397       
  2193          0.63392           0.37952       
  2194          0.63392           0.44891       
  2195          0.63392           0.38561       
  2196          0.63402           0.45864       
  2197          0.63402           0.39833       
  2198          0.63402           0.38783       
  2199          0.63402           0.42775       
  2200          0.63411           0.45160       
  2201          0.63411           0.42439       
  2202          0.63411           0.39416       
  2203          0.63411           0.45457       
  2204          0.63411           0.47945       
  2205          0.63411           0.39354       
  2206          0.63411           0.38866       
  2207          0.63458           0.42722       
  2208          0.63460           0.42185       
  2209          0.63504           0.41012       
  2210          0.63504           0.36599       
  2211          0.63504           0.44016       
  2212          0.63504           0.33761       
  2213          0.63514           0.43490       
  2214          0.63514           0.42059       
  2215          0.63514           0.42923       
  2216          0.63514           0.45208       
  2217          0.63514           0.36525       
  2218          0.63648           0.32911       
  2219          0.63659           0.35482       
  2220          0.63681           0.45644       
  2221          0.63681           0.37462       
  2222          0.63681           0.44697       
  2223          0.63681           0.39187       
  2224          0.63681           0.29594       
  2225          0.63682           0.43345       
  2226          0.63682           0.41450       
  2227          0.63682           0.40773       
  2228          0.63682           0.35822       
  2229          0.63682           0.42029       
  2230          0.63702           0.31044       
  2231          0.63702           0.39398       
  2232          0.63702           0.43498       
  2233          0.63702           0.40753       
  2234          0.63702           0.42651       
  2235          0.63706           0.40634       
  2236          0.63706           0.39248       
  2237          0.63825           0.34071       
  2238          0.63825           0.38144       
  2239          0.63825           0.38749       
  2240          0.63825           0.46936       
  2241          0.63835           0.45711       
  2242          0.63835           0.46748       
  2243          0.63835           0.45143       
  2244          0.63835           0.37424       
  2245          0.63841           0.45617       
  2246          0.63841           0.31531       
  2247          0.63884           0.41949       
  2248          0.63884           0.37041       
  2249          0.63884           0.37623       
  2250          0.64093           0.39117       
  2251          0.64093           0.36566       
  2252          0.64093           0.33677       
  2253          0.64093           0.36654       
  2254          0.64093           0.28285       
  2255          0.64093           0.46119       
  2256          0.64093           0.27852       
  2257          0.64093           0.47777       
  2258          0.64093           0.43086       
  2259          0.64093           0.45843       
  2260          0.64093           0.46088       
  2261          0.64093           0.46968       
  2262          0.64140           0.41652       
  2263          0.64140           0.42261       
  2264          0.64156           0.41475       
  2265          0.64156           0.45214       
  2266          0.64156           0.41321       
  2267          0.64156           0.42712       
  2268          0.64156           0.35280       
  2269          0.64156           0.37071       
  2270          0.64156           0.45174       
  2271          0.64360           0.45243       
  2272          0.64360           0.39076       
  2273          0.64360           0.40529       
  2274          0.64360           0.45265       
  2275          0.64360           0.28547       
  2276          0.64360           0.39750       
  2277          0.64363           0.39695       
  2278          0.64363           0.43364       
  2279          0.64365           0.45396       
  2280          0.64365           0.42695       
  2281          0.64365           0.45539       
  2282          0.64365           0.45133       
  2283          0.64368           0.36692       
  2284          0.64371           0.43540       
  2285          0.64371           0.38599       
  2286          0.64371           0.34480       
  2287          0.64371           0.37941       
  2288          0.64371           0.41040       
  2289          0.64371           0.39313       
  2290          0.64371           0.45829       
  2291          0.64371           0.31824       
  2292          0.64371           0.38571       
  2293          0.64371           0.35126       
  2294          0.64371           0.46774       
  2295          0.64371           0.38213       
  2296          0.64371           0.43361       
  2297          0.64391           0.42463       
  2298          0.64391           0.45161       
  2299          0.64427           0.44064       
  2300          0.64443           0.39650       
  2301          0.64443           0.39159       
  2302          0.64443           0.45948       
  2303          0.64443           0.42862       
  2304          0.64443           0.31137       
  2305          0.64443           0.47454       
  2306          0.64443           0.34724       
  2307          0.64445           0.41314       
  2308          0.64445           0.31969       
  2309          0.64445           0.36829       
  2310          0.64445           0.42480       
  2311          0.64445           0.41329       
  2312          0.64445           0.43515       
  2313          0.64445           0.44211       
  2314          0.64445           0.34032       
  2315          0.64445           0.46409       
  2316          0.64445           0.34321       
  2317          0.64445           0.30483       
  2318          0.64445           0.35942       
  2319          0.64445           0.30622       
  2320          0.64445           0.35853       
  2321          0.64445           0.34431       
  2322          0.64447           0.43096       
  2323          0.64447           0.38897       
  2324          0.64466           0.47744       
  2325          0.64466           0.39238       
  2326          0.64466           0.36719       
  2327          0.64466           0.43833       
  2328          0.64514           0.47717       
  2329          0.64514           0.51103       
  2330          0.64550           0.35932       
  2331          0.64568           0.37577       
  2332          0.64568           0.37660       
  2333          0.64568           0.40739       
  2334          0.64568           0.42832       
  2335          0.64604           0.38842       
  2336          0.64604           0.40581       
  2337          0.64604           0.29122       
  2338          0.64604           0.35317       
  2339          0.64604           0.37305       
  2340          0.64604           0.43258       
  2341          0.64604           0.42447       
  2342          0.64604           0.37993       
  2343          0.64604           0.48429       
  2344          0.64604           0.25418       
  2345          0.64604           0.44182       
  2346          0.64604           0.38494       
  2347          0.64604           0.40239       
  2348          0.64604           0.46044       
  2349          0.64611           0.42725       
  2350          0.64611           0.41519       
  2351          0.64611           0.30581       
  2352          0.64611           0.42519       
  2353          0.64611           0.38332       
  2354          0.64620           0.35983       
  2355          0.64648           0.33535       
  2356          0.64659           0.51134       
  2357          0.64723           0.40464       
  2358          0.64723           0.37451       
  2359          0.64723           0.34221       
  2360          0.64723           0.45961       
  2361          0.64723           0.40902       
  2362          0.64723           0.41494       
  2363          0.64723           0.43980       
  2364          0.64760           0.40974       
  2365          0.64760           0.34400       
  2366          0.64767           0.33122       
  2367          0.64767           0.42468       
  2368          0.64767           0.46306       
  2369          0.64772           0.51413       
  2370          0.64772           0.41482       
  2371          0.64772           0.47245       
  2372          0.64772           0.37126       
  2373          0.64789           0.42957       
  2374          0.64789           0.44691       
  2375          0.64789           0.42309       
  2376          0.64789           0.44235       
  2377          0.64789           0.42671       
  2378          0.64789           0.47452       
  2379          0.64789           0.43072       
  2380          0.64790           0.46637       
  2381          0.64790           0.40429       
  2382          0.64790           0.40308       
  2383          0.64790           0.43758       
  2384          0.64790           0.41803       
  2385          0.64790           0.42828       
  2386          0.64790           0.32235       
  2387          0.64791           0.42690       
  2388          0.64791           0.35903       
  2389          0.64791           0.38563       
  2390          0.64791           0.40581       
  2391          0.64795           0.45244       
  2392          0.64795           0.38040       
  2393          0.64795           0.44357       
  2394          0.64893           0.45907       
  2395          0.64893           0.35681       
  2396          0.64893           0.44764       
  2397          0.64893           0.39091       
  2398          0.64893           0.44390       
  2399          0.64893           0.32214       
  2400          0.64893           0.42365       
  2401          0.64893           0.45254       
  2402          0.64893           0.40538       
  2403          0.64893           0.43196       
  2404          0.64895           0.32536       
  2405          0.64895           0.37269       
  2406          0.64895           0.33968       
  2407          0.64895           0.41096       
  2408          0.64895           0.45659       
  2409          0.64895           0.44737       
  2410          0.64895           0.49387       
  2411          0.64895           0.40635       
  2412          0.64895           0.49188       
  2413          0.64895           0.45725       
  2414          0.64905           0.48200       
  2415          0.64905           0.45704       
  2416          0.64918           0.41609       
  2417          0.64918           0.41825       
  2418          0.64918           0.37907       
  2419          0.64918           0.42628       
  2420          0.64918           0.47472       
  2421          0.64918           0.45355       
  2422          0.65017           0.46878       
  2423          0.65056           0.41831       
  2424          0.65056           0.43892       
  2425          0.65056           0.42348       
  2426          0.65056           0.47836       
  2427          0.65056           0.46404       
  2428          0.65056           0.40369       
  2429          0.65056           0.41211       
  2430          0.65056           0.43081       
  2431          0.65056           0.33421       
  2432          0.65056           0.39531       
  2433          0.65056           0.43870       
  2434          0.65056           0.38615       
  2435          0.65130           0.48541       
  2436          0.65130           0.47416       
  2437          0.65130           0.48573       
  2438          0.65130           0.40170       
  2439          0.65130           0.36468       
  2440          0.65130           0.39735       
  2441          0.65130           0.41977       
  2442          0.65130           0.45300       
  2443          0.65130           0.46379       
  2444          0.65130           0.44540       
  2445          0.65130           0.42702       
  2446          0.65130           0.43130       
  2447          0.65130           0.41430       
  2448          0.65130           0.43967       
  2449          0.65130           0.44478       
  2450          0.65130           0.28281       
  2451          0.65130           0.40988       
  2452          0.65130           0.39945       
  2453          0.65130           0.46095       
  2454          0.65130           0.36882       
  2455          0.65130           0.41124       
  2456          0.65130           0.39068       
  2457          0.65130           0.51030       
  2458          0.65130           0.43013       
  2459          0.65130           0.39674       
  2460          0.65130           0.35828       
  2461          0.65130           0.41301       
  2462          0.65170           0.43670       
  2463          0.65170           0.42593       
  2464          0.65182           0.46017       
  2465          0.65182           0.40986       
  2466          0.65182           0.49136       
  2467          0.65182           0.49926       
  2468          0.65182           0.34744       
  2469          0.65182           0.46413       
  2470          0.65182           0.44273       
  2471          0.65187           0.47811       
  2472          0.65191           0.43764       
  2473          0.65191           0.43818       
  2474          0.65191           0.32110       
  2475          0.65191           0.44943       
  2476          0.65191           0.47105       
  2477          0.65191           0.42210       
  2478          0.65210           0.43200       
  2479          0.65210           0.36459       
  2480          0.65210           0.42988       
  2481          0.65210           0.27353       
  2482          0.65210           0.41309       
  2483          0.65210           0.46173       
  2484          0.65210           0.27650       
  2485          0.65210           0.44218       
  2486          0.65210           0.37533       
  2487          0.65210           0.43874       
  2488          0.65210           0.45897       
  2489          0.65210           0.36734       
  2490          0.65265           0.44768       
  2491          0.65265           0.51819       
  2492          0.65265           0.43548       
  2493          0.65265           0.45660       
  2494          0.65281           0.46647       
  2495          0.65281           0.46938       
  2496          0.65310           0.46218       
  2497          0.65310           0.42073       
  2498          0.65310           0.40009       
  2499          0.65310           0.44865       
  2500          0.65368           0.42901       
  2501          0.65368           0.40711       
  2502          0.65368           0.45464       
  2503          0.65368           0.40390       
  2504          0.65368           0.37340       
  2505          0.65368           0.49861       
  2506          0.65368           0.38349       
  2507          0.65368           0.42554       
  2508          0.65368           0.35979       
  2509          0.65368           0.39833       
  2510          0.65378           0.49109       
  2511          0.65378           0.46398       
  2512          0.65378           0.37024       
  2513          0.65378           0.48863       
  2514          0.65424           0.41234       
  2515          0.65424           0.44368       
  2516          0.65424           0.42372       
  2517          0.65424           0.37231       
  2518          0.65424           0.49943       
  2519          0.65446           0.47051       
  2520          0.65446           0.47543       
  2521          0.65481           0.38626       
  2522          0.65481           0.50045       
  2523          0.65481           0.49647       
  2524          0.65514           0.46751       
  2525          0.65514           0.43906       
  2526          0.65514           0.38196       
  2527          0.65514           0.43980       
  2528          0.65514           0.45803       
  2529          0.65514           0.39969       
  2530          0.65514           0.39896       
  2531          0.65514           0.54325       
  2532          0.65514           0.42534       
  2533          0.65514           0.47986       
  2534          0.65529           0.42016       
  2535          0.65529           0.31832       
  2536          0.65529           0.45625       
  2537          0.65529           0.46976       
  2538          0.65631           0.38279       
  2539          0.65631           0.40422       
  2540          0.65631           0.48627       
  2541          0.65662           0.37755       
  2542          0.65662           0.39784       
  2543          0.65662           0.43692       
  2544          0.65662           0.47868       
  2545          0.65673           0.43721       
  2546          0.65673           0.42621       
  2547          0.65780           0.50589       
  2548          0.65780           0.41160       
  2549          0.65780           0.45786       
  2550          0.65780           0.44134       
  2551          0.65780           0.45758       
  2552          0.65786           0.42022       
  2553          0.65786           0.43719       
  2554          0.65800           0.41295       
  2555          0.65800           0.32039       
  2556          0.65982           0.40505       
  2557          0.65982           0.39816       
  2558          0.65983           0.42705       
  2559          0.65983           0.38817       
  2560          0.65983           0.39687       
  2561          0.65983           0.46890       
  2562          0.65983           0.46686       
  2563          0.65993           0.49223       
  2564          0.65993           0.48013       
  2565          0.65993           0.38514       
  2566          0.66000           0.42758       
  2567          0.66000           0.49575       
  2568          0.66000           0.42214       
  2569          0.66001           0.39867       
  2570          0.66001           0.40898       
  2571          0.66001           0.42369       
  2572          0.66001           0.39225       
  2573          0.66001           0.38456       
  2574          0.66001           0.43231       
  2575          0.66001           0.36568       
  2576          0.66005           0.40593       
  2577          0.66005           0.41003       
  2578          0.66005           0.34408       
  2579          0.66005           0.35447       
  2580          0.66005           0.35755       
  2581          0.66005           0.43062       
  2582          0.66005           0.47187       
  2583          0.66005           0.47002       
  2584          0.66005           0.39483       
  2585          0.66005           0.35931       
  2586          0.66005           0.45665       
  2587          0.66005           0.45322       
  2588          0.66005           0.46934       
  2589          0.66094           0.37799       
  2590          0.66094           0.44717       
  2591          0.66094           0.42488       
  2592          0.66094           0.45380       
  2593          0.66094           0.42510       
  2594          0.66156           0.45224       
  2595          0.66156           0.40520       
  2596          0.66156           0.45502       
  2597          0.66156           0.39510       
  2598          0.66156           0.37221       
  2599          0.66156           0.47257       
  2600          0.66156           0.37741       
  2601          0.66156           0.53549       
  2602          0.66156           0.38357       
  2603          0.66162           0.36134       
  2604          0.66162           0.44994       
  2605          0.66237           0.37125       
  2606          0.66237           0.44028       
  2607          0.66237           0.42049       
  2608          0.66237           0.36773       
  2609          0.66237           0.39486       
  2610          0.66237           0.35927       
  2611          0.66237           0.48325       
  2612          0.66237           0.33450       
  2613          0.66237           0.45275       
  2614          0.66237           0.41308       
  2615          0.66237           0.46807       
  2616          0.66237           0.42867       
  2617          0.66237           0.47484       
  2618          0.66237           0.38723       
  2619          0.66237           0.41191       
  2620          0.66237           0.45747       
  2621          0.66237           0.41038       
  2622          0.66237           0.37117       
  2623          0.66237           0.46736       
  2624          0.66237           0.39063       
  2625          0.66237           0.39563       
  2626          0.66237           0.42715       
  2627          0.66237           0.41376       
  2628          0.66237           0.44029       
  2629          0.66237           0.39396       
  2630          0.66237           0.36396       
  2631          0.66237           0.43597       
  2632          0.66250           0.40910       
  2633          0.66250           0.47344       
  2634          0.66300           0.43487       
  2635          0.66300           0.38375       
  2636          0.66322           0.35466       
  2637          0.66322           0.43445       
  2638          0.66322           0.49959       
  2639          0.66322           0.36899       
  2640          0.66322           0.44653       
  2641          0.66322           0.53108       
  2642          0.66322           0.38562       
  2643          0.66322           0.41274       
  2644          0.66322           0.47765       
  2645          0.66322           0.42356       
  2646          0.66322           0.47970       
  2647          0.66322           0.43841       
  2648          0.66322           0.46843       
  2649          0.66322           0.41366       
  2650          0.66322           0.51714       
  2651          0.66322           0.44039       
  2652          0.66322           0.46959       
  2653          0.66322           0.42284       
  2654          0.66322           0.39887       
  2655          0.66322           0.36563       
  2656          0.66331           0.35913       
  2657          0.66354           0.49018       
  2658          0.66354           0.46219       
  2659          0.66354           0.39338       
  2660          0.66354           0.42824       
  2661          0.66354           0.37483       
  2662          0.66354           0.38929       
  2663          0.66354           0.38299       
  2664          0.66354           0.45365       
  2665          0.66354           0.44381       
  2666          0.66354           0.46481       
  2667          0.66354           0.48536       
  2668          0.66369           0.51796       
  2669          0.66369           0.40972       
  2670          0.66369           0.42206       
  2671          0.66376           0.55926       
  2672          0.66376           0.41522       
  2673          0.66380           0.47024       
  2674          0.66380           0.43011       
  2675          0.66399           0.45049       
  2676          0.66399           0.38380       
  2677          0.66399           0.44897       
  2678          0.66399           0.41914       
  2679          0.66399           0.52834       
  2680          0.66408           0.38129       
  2681          0.66408           0.44622       
  2682          0.66408           0.34230       
  2683          0.66408           0.43612       
  2684          0.66481           0.49347       
  2685          0.66481           0.48214       
  2686          0.66481           0.47995       
  2687          0.66481           0.43701       
  2688          0.66481           0.48756       
  2689          0.66481           0.41206       
  2690          0.66481           0.48158       
  2691          0.66481           0.42288       
  2692          0.66481           0.45828       
  2693          0.66481           0.38911       
  2694          0.66481           0.47911       
  2695          0.66481           0.45575       
  2696          0.66481           0.45853       
  2697          0.66481           0.47763       
  2698          0.66481           0.45439       
  2699          0.66481           0.42639       
  2700          0.66481           0.40718       
  2701          0.66481           0.43641       
  2702          0.66481           0.39735       
  2703          0.66481           0.42768       
  2704          0.66481           0.38959       
  2705          0.66481           0.41932       
  2706          0.66485           0.46131       
  2707          0.66535           0.52979       
  2708          0.66535           0.44259       
  2709          0.66535           0.45038       
  2710          0.66535           0.42795       
  2711          0.66535           0.43332       
  2712          0.66535           0.33729       
  2713          0.66535           0.41239       
  2714          0.66535           0.40815       
  2715          0.66535           0.47842       
  2716          0.66535           0.35159       
  2717          0.66535           0.38431       
  2718          0.66535           0.41632       
  2719          0.66535           0.39759       
  2720          0.66535           0.44571       
  2721          0.66535           0.50016       
  2722          0.66535           0.36454       
  2723          0.66538           0.41546       
  2724          0.66538           0.40650       
  2725          0.66538           0.41879       
  2726          0.66538           0.45659       
  2727          0.66538           0.52922       
  2728          0.66538           0.37456       
  2729          0.66538           0.44665       
  2730          0.66577           0.51938       
  2731          0.66577           0.38638       
  2732          0.66577           0.38718       
  2733          0.66577           0.44327       
  2734          0.66577           0.43305       
  2735          0.66577           0.43264       
  2736          0.66577           0.43974       
  2737          0.66577           0.48267       
  2738          0.66577           0.37348       
  2739          0.66577           0.36472       
  2740          0.66577           0.44709       
  2741          0.66577           0.37277       
  2742          0.66577           0.45261       
  2743          0.66577           0.49106       
  2744          0.66577           0.32742       
  2745          0.66577           0.37161       
  2746          0.66577           0.47589       
  2747          0.66577           0.43130       
  2748          0.66577           0.46142       
  2749          0.66581           0.45439       
  2750          0.66581           0.42156       
  2751          0.66581           0.38605       
  2752          0.66581           0.44723       
  2753          0.66581           0.43925       
  2754          0.66581           0.46206       
  2755          0.66581           0.35252       
  2756          0.66581           0.53097       
  2757          0.66581           0.47769       
  2758          0.66581           0.48499       
  2759          0.66581           0.42050       
  2760          0.66581           0.44667       
  2761          0.66581           0.42778       
  2762          0.66581           0.44377       
  2763          0.66588           0.46750       
  2764          0.66588           0.46619       
  2765          0.66588           0.47006       
  2766          0.66588           0.44748       
  2767          0.66588           0.43270       
  2768          0.66618           0.37508       
  2769          0.66618           0.51736       
  2770          0.66618           0.45792       
  2771          0.66618           0.43798       
  2772          0.66618           0.52558       
  2773          0.66618           0.42949       
  2774          0.66618           0.41386       
  2775          0.66618           0.40816       
  2776          0.66618           0.47852       
  2777          0.66618           0.42306       
  2778          0.66625           0.41548       
  2779          0.66625           0.49338       
  2780          0.66625           0.44243       
  2781          0.66642           0.42474       
  2782          0.66642           0.36999       
  2783          0.66642           0.45358       
  2784          0.66642           0.36455       
  2785          0.66642           0.38240       
  2786          0.66700           0.41547       
  2787          0.66700           0.46486       
  2788          0.66700           0.37438       
  2789          0.66700           0.38344       
  2790          0.66709           0.36471       
  2791          0.66709           0.41158       
  2792          0.66788           0.43329       
  2793          0.66788           0.42497       
  2794          0.66788           0.52594       
  2795          0.66788           0.51333       
  2796          0.66788           0.42752       
  2797          0.66788           0.39150       
  2798          0.66788           0.51007       
  2799          0.66788           0.37190       
  2800          0.66788           0.50245       
  2801          0.66788           0.50521       
  2802          0.66788           0.47400       
  2803          0.66788           0.46527       
  2804          0.66788           0.40601       
  2805          0.66788           0.38547       
  2806          0.66788           0.31879       
  2807          0.66788           0.43056       
  2808          0.66796           0.37258       
  2809          0.66796           0.44674       
  2810          0.66796           0.38346       
  2811          0.66796           0.40909       
  2812          0.66796           0.30741       
  2813          0.66796           0.37388       
  2814          0.66796           0.39136       
  2815          0.66796           0.31349       
  2816          0.66796           0.41295       
  2817          0.66796           0.44720       
  2818          0.66796           0.48471       
  2819          0.66796           0.39008       
  2820          0.66796           0.34216       
  2821          0.66796           0.45568       
  2822          0.66796           0.33699       
  2823          0.66796           0.39965       
  2824          0.66796           0.46568       
  2825          0.66796           0.36067       
  2826          0.66796           0.46930       
  2827          0.66796           0.35861       
  2828          0.66796           0.35324       
  2829          0.66796           0.39830       
  2830          0.66796           0.31562       
  2831          0.66796           0.37490       
  2832          0.66796           0.44799       
  2833          0.66796           0.42990       
  2834          0.66806           0.37876       
  2835          0.66806           0.32400       
  2836          0.66806           0.43375       
  2837          0.66806           0.34169       
  2838          0.66806           0.39351       
  2839          0.66806           0.43614       
  2840          0.66806           0.43895       
  2841          0.66806           0.44430       
  2842          0.66806           0.38114       
  2843          0.66806           0.32287       
  2844          0.66807           0.46591       
  2845          0.66807           0.45368       
  2846          0.66807           0.37372       
  2847          0.66807           0.37222       
  2848          0.66807           0.23465       
  2849          0.66807           0.47707       
  2850          0.66807           0.50140       
  2851          0.66807           0.46687       
  2852          0.66807           0.40831       
  2853          0.66854           0.45068       
  2854          0.66854           0.37105       
  2855          0.66854           0.39518       
  2856          0.66854           0.47647       
  2857          0.66854           0.40332       
  2858          0.66854           0.39772       
  2859          0.66854           0.43312       
  2860          0.66854           0.39672       
  2861          0.66854           0.43427       
  2862          0.66854           0.29261       
  2863          0.66854           0.36672       
  2864          0.66854           0.46470       
  2865          0.66854           0.35421       
  2866          0.66854           0.43136       
  2867          0.66854           0.48566       
  2868          0.66854           0.49779       
  2869          0.66854           0.41794       
  2870          0.66854           0.48416       
  2871          0.66854           0.42484       
  2872          0.66854           0.44773       
  2873          0.66854           0.40480       
  2874          0.66854           0.52369       
  2875          0.66854           0.42462       
  2876          0.66854           0.45125       
  2877          0.66864           0.49724       
  2878          0.66864           0.42013       
  2879          0.66864           0.36381       
  2880          0.66864           0.36777       
  2881          0.66864           0.41837       
  2882          0.66864           0.39419       
  2883          0.66886           0.38672       
  2884          0.66886           0.40519       
  2885          0.66886           0.43828       
  2886          0.66886           0.43598       
  2887          0.66886           0.43024       
  2888          0.66886           0.45086       
  2889          0.66886           0.38221       
  2890          0.66886           0.48883       
  2891          0.66886           0.35214       
  2892          0.66886           0.37692       
  2893          0.66886           0.48169       
  2894          0.66886           0.43485       
  2895          0.66886           0.38677       
  2896          0.66886           0.45660       
  2897          0.66886           0.53041       
  2898          0.66886           0.34543       
  2899          0.66886           0.41637       
  2900          0.66886           0.50548       
  2901          0.66886           0.43733       
  2902          0.66886           0.43580       
  2903          0.66886           0.40067       
  2904          0.66886           0.39169       
  2905          0.66886           0.41918       
  2906          0.66886           0.44759       
  2907          0.66887           0.45208       
  2908          0.66887           0.48440       
  2909          0.66887           0.39785       
  2910          0.66887           0.36786       
  2911          0.66887           0.44463       
  2912          0.66887           0.43076       
  2913          0.66896           0.50292       
  2914          0.66896           0.51694       
  2915          0.66896           0.46849       
  2916          0.66896           0.39058       
  2917          0.66896           0.38572       
  2918          0.66896           0.50622       
  2919          0.66896           0.43985       
  2920          0.66896           0.53060       
  2921          0.66925           0.37674       
  2922          0.66925           0.43867       
  2923          0.66925           0.42816       
  2924          0.66925           0.40859       
  2925          0.66925           0.35163       
  2926          0.66925           0.43186       
  2927          0.66925           0.34564       
  2928          0.66925           0.52014       
  2929          0.66925           0.38624       
  2930          0.66925           0.38074       
  2931          0.66925           0.44985       
  2932          0.66925           0.47831       
  2933          0.66925           0.49157       
  2934          0.66925           0.28960       
  2935          0.66925           0.39257       
  2936          0.66927           0.43535       
  2937          0.66927           0.52888       
  2938          0.66927           0.45749       
  2939          0.66927           0.42100       
  2940          0.66927           0.39886       
  2941          0.66927           0.42659       
  2942          0.66927           0.47051       
  2943          0.66931           0.45253       
  2944          0.66931           0.34907       
  2945          0.66931           0.42400       
  2946          0.66931           0.47721       
  2947          0.66931           0.34959       
  2948          0.66931           0.42106       
  2949          0.66931           0.43519       
  2950          0.66931           0.45663       
  2951          0.66946           0.42888       
  2952          0.66946           0.39122       
  2953          0.66946           0.42694       
  2954          0.66946           0.43936       
  2955          0.66957           0.41049       
  2956          0.66957           0.45623       
  2957          0.66957           0.42779       
  2958          0.66957           0.47706       
  2959          0.66969           0.41332       
  2960          0.66969           0.32967       
  2961          0.66969           0.42350       
  2962          0.66969           0.43330       
  2963          0.66969           0.31417       
  2964          0.66969           0.45637       
  2965          0.66969           0.36577       
  2966          0.66969           0.41986       
  2967          0.66969           0.41325       
  2968          0.66981           0.44451       
  2969          0.66981           0.45572       
  2970          0.66981           0.45012       
  2971          0.66981           0.33145       
  2972          0.66981           0.48493       
  2973          0.66981           0.40674       
  2974          0.66981           0.38654       
  2975          0.66981           0.43893       
  2976          0.66981           0.39415       
  2977          0.66981           0.41974       
  2978          0.66981           0.47064       
  2979          0.66981           0.43365       
  2980          0.66981           0.42470       
  2981          0.66981           0.43425       
  2982          0.66981           0.43099       
  2983          0.66981           0.50796       
  2984          0.66981           0.49007       
  2985          0.66981           0.32736       
  2986          0.66981           0.36179       
  2987          0.66981           0.40860       
  2988          0.66981           0.43739       
  2989          0.66981           0.42260       
  2990          0.66981           0.41180       
  2991          0.66997           0.46763       
  2992          0.66997           0.41039       
  2993          0.66997           0.45128       
  2994          0.66997           0.36992       
  2995          0.66997           0.43778       
  2996          0.66997           0.38493       
  2997          0.66997           0.41020       
  2998          0.66997           0.40620       
  2999          0.66997           0.44224       
  3000          0.66997           0.45575       
  3001          0.66997           0.34593       
  3002          0.66997           0.53888       
  3003          0.66997           0.37618       
  3004          0.66997           0.37430       
  3005          0.66997           0.36994       
  3006          0.66997           0.46065       
  3007          0.66997           0.45160       
  3008          0.66997           0.42639       
  3009          0.66997           0.35989       
  3010          0.66997           0.46844       
  3011          0.66997           0.45575       
  3012          0.66997           0.52835       
  3013          0.66997           0.36178       
  3014          0.66997           0.40730       
  3015          0.66997           0.37521       
  3016          0.66997           0.44802       
  3017          0.66997           0.42371       
  3018          0.66997           0.48629       
  3019          0.66997           0.39824       
  3020          0.66997           0.43350       
  3021          0.66997           0.39687       
  3022          0.66997           0.36381       
  3023          0.66997           0.46744       
  3024          0.66997           0.24472       
  3025          0.66997           0.44441       
  3026          0.66997           0.42988       
  3027          0.66997           0.37418       
  3028          0.66997           0.32063       
  3029          0.66997           0.51566       
  3030          0.66997           0.41205       
  3031          0.66997           0.39828       
